SYMBOL,SYMBOL WITH NS,'SYMBOL WITH NS,TICKERS,NAME OF COMPANY,SERIES,DATE OF LISTING,PAID UP VALUE,MARKET LOT,ISIN NUMBER,FACE VALUE
HEG,HEG.NS,'HEG.NS,'HEIDELBERG.NS',HEG Limited,EQ,10-May-1995,10,1,INE545A01016,10
HEIDELBERG,HEIDELBERG.NS,'HEIDELBERG.NS,'HEMIPROP.NS',HeidelbergCement India Limited,EQ,15-Mar-1995,10,1,INE578A01017,10
HEMIPROP,HEMIPROP.NS,'HEMIPROP.NS,'HERANBA.NS',Hemisphere Properties India Limited,EQ,22-Oct-2020,10,1,INE0AJG01018,10
HERANBA,HERANBA.NS,'HERANBA.NS,'HERCULES.NS',Heranba Industries Limited,EQ,05-Mar-2021,10,1,INE694N01015,10
HERCULES,HERCULES.NS,'HERCULES.NS,'HERITGFOOD.NS',Hercules Hoists Limited,EQ,19-Feb-2008,1,1,INE688E01024,1
HERITGFOOD,HERITGFOOD.NS,'HERITGFOOD.NS,'HEROMOTOCO.NS',Heritage Foods Limited,EQ,27-Nov-1996,5,1,INE978A01027,5
HEROMOTOCO,HEROMOTOCO.NS,'HEROMOTOCO.NS,'HESTERBIO.NS',Hero MotoCorp Limited,EQ,11-Apr-2003,2,1,INE158A01026,2
HESTERBIO,HESTERBIO.NS,'HESTERBIO.NS,'HEXATRADEX.NS',Hester Biosciences Limited,EQ,13-Mar-2015,10,1,INE782E01017,10
HEXATRADEX,HEXATRADEX.NS,'HEXATRADEX.NS,'HFCL.NS',Hexa Tradex Limited,BE,20-Apr-2012,2,1,INE750M01017,2
HFCL,HFCL.NS,'HFCL.NS,'HGINFRA.NS',HFCL Limited,EQ,09-Mar-2011,1,1,INE548A01028,1
HGINFRA,HGINFRA.NS,'HGINFRA.NS,'HGS.NS',H.G. Infra Engineering Limited,EQ,09-Mar-2018,10,1,INE926X01010,10
HGS,HGS.NS,'HGS.NS,'HIKAL.NS',Hinduja Global Solutions Limited,EQ,19-Jun-2007,10,1,INE170I01016,10
HIKAL,HIKAL.NS,'HIKAL.NS,'HIL.NS',Hikal Limited,EQ,14-Feb-2001,2,1,INE475B01022,2
HIL,HIL.NS,'HIL.NS,'HILTON.NS',HIL Limited,EQ,26-Apr-1995,10,1,INE557A01011,10
HILTON,HILTON.NS,'HILTON.NS,'HIMATSEIDE.NS',Hilton Metal Forging Limited,BE,24-May-2007,10,1,INE788H01017,10
HIMATSEIDE,HIMATSEIDE.NS,'HIMATSEIDE.NS,'HINDALCO.NS',Himatsingka Seide Limited,EQ,08-Feb-1995,5,1,INE049A01027,5
HINDALCO,HINDALCO.NS,'HINDALCO.NS,'HINDCOMPOS.NS',Hindalco Industries Limited,EQ,08-Jan-1997,1,1,INE038A01020,1
HINDCOMPOS,HINDCOMPOS.NS,'HINDCOMPOS.NS,'HINDCOPPER.NS',Hindustan Composites Limited,EQ,08-May-1996,5,1,INE310C01029,5
HINDCOPPER,HINDCOPPER.NS,'HINDCOPPER.NS,'HINDMOTORS.NS',Hindustan Copper Limited,EQ,15-Sep-2010,5,1,INE531E01026,5
HINDMOTORS,HINDMOTORS.NS,'HINDMOTORS.NS,'HINDNATGLS.NS',Hindustan Motors Limited,EQ,21-Feb-2011,5,1,INE253A01025,5
HINDNATGLS,HINDNATGLS.NS,'HINDNATGLS.NS,'HINDOILEXP.NS',Hindusthan National Glass & Industries Limited,EQ,15-Apr-2009,2,1,INE952A01022,2
HINDOILEXP,HINDOILEXP.NS,'HINDOILEXP.NS,'HINDPETRO.NS',Hindustan Oil Exploration Company Limited,EQ,23-Sep-2003,10,1,INE345A01011,10
HINDPETRO,HINDPETRO.NS,'HINDPETRO.NS,'HINDUNILVR.NS',Hindustan Petroleum Corporation Limited,EQ,17-Jun-1998,10,1,INE094A01015,10
HINDUNILVR,HINDUNILVR.NS,'HINDUNILVR.NS,'HINDZINC.NS',Hindustan Unilever Limited,EQ,06-Jul-1995,1,1,INE030A01027,1
HINDZINC,HINDZINC.NS,'HINDZINC.NS,'HIRECT.NS',Hindustan Zinc Limited,EQ,21-Nov-2006,2,1,INE267A01025,2
HIRECT,HIRECT.NS,'HIRECT.NS,'HISARMETAL.NS',Hind Rectifiers Limited,EQ,26-Dec-2006,2,1,INE835D01023,2
HISARMETAL,HISARMETAL.NS,'HISARMETAL.NS,'HITECH.NS',Hisar Metal Industries Limited,EQ,05-Jan-2017,10,1,INE598C01011,10
HITECH,HITECH.NS,'HITECH.NS,'HITECHCORP.NS',Hi-Tech Pipes Limited,EQ,07-May-2018,10,1,INE106T01017,10
HITECHCORP,HITECHCORP.NS,'HITECHCORP.NS,'HITECHGEAR.NS',Hitech Corporation Limited,EQ,20-Dec-2007,10,1,INE120D01012,10
HITECHGEAR,HITECHGEAR.NS,'HITECHGEAR.NS,'HLEGLAS.NS',The Hi-Tech Gears Limited,EQ,21-Jan-2002,10,1,INE127B01011,10
HLEGLAS,HLEGLAS.NS,'HLEGLAS.NS,'HLVLTD.NS',HLE Glascoat Limited,EQ,22-Feb-2021,10,1,INE461D01010,10
HLVLTD,HLVLTD.NS,'HLVLTD.NS,'HMT.NS',HLV LIMITED,EQ,19-Jul-1995,2,1,INE102A01024,2
HMT,HMT.NS,'HMT.NS,'HMVL.NS',HMT Limited,BZ,29-Aug-2003,10,1,INE262A01018,10
HMVL,HMVL.NS,'HMVL.NS,'HNDFDS.NS',Hindustan Media Ventures Limited,EQ,21-Jul-2010,10,1,INE871K01015,10
HNDFDS,HNDFDS.NS,'HNDFDS.NS,'HOMEFIRST.NS',Hindustan Foods Limited,EQ,19-Aug-2019,10,1,INE254N01018,10
HOMEFIRST,HOMEFIRST.NS,'HOMEFIRST.NS,'HONAUT.NS',Home First Finance Company India Limited,EQ,03-Feb-2021,2,1,INE481N01025,2
HONAUT,HONAUT.NS,'HONAUT.NS,'HONDAPOWER.NS',Honeywell Automation India Limited,EQ,18-Jul-2003,10,1,INE671A01010,10
HONDAPOWER,HONDAPOWER.NS,'HONDAPOWER.NS,'HOTELRUGBY.NS',Honda India Power Products Limited,EQ,01-Apr-2003,10,1,INE634A01018,10
HOTELRUGBY,HOTELRUGBY.NS,'HOTELRUGBY.NS,'HOVS.NS',Hotel Rugby Limited,EQ,03-Apr-1996,10,1,INE275F01019,10
HOVS,HOVS.NS,'HOVS.NS,'HPL.NS',HOV Services Limited,EQ,27-Sep-2006,10,1,INE596H01014,10
HPL,HPL.NS,'HPL.NS,'HSCL.NS',HPL Electric & Power Limited,EQ,04-Oct-2016,10,1,INE495S01016,10
HSCL,HSCL.NS,'HSCL.NS,'HSIL.NS',Himadri Speciality Chemical Limited,EQ,02-Mar-2007,1,1,INE019C01026,1
HSIL,HSIL.NS,'HSIL.NS,'HTMEDIA.NS',HSIL Limited,EQ,31-May-2000,2,1,INE415A01038,2
HTMEDIA,HTMEDIA.NS,'HTMEDIA.NS,'HUBTOWN.NS',HT Media Limited,EQ,01-Sep-2005,2,1,INE501G01024,2
HUBTOWN,HUBTOWN.NS,'HUBTOWN.NS,'HUDCO.NS',Hubtown Limited,EQ,07-Feb-2007,10,1,INE703H01016,10
HUDCO,HUDCO.NS,'HUDCO.NS,'HUHTAMAKI.NS',Housing & Urban Development Corporation Limited,EQ,19-May-2017,10,1,INE031A01017,10
HUHTAMAKI,HUHTAMAKI.NS,'HUHTAMAKI.NS,'IBREALEST.NS',Huhtamaki India Limited,EQ,01-Oct-2004,2,1,INE275B01026,2
IBREALEST,IBREALEST.NS,'IBREALEST.NS,'IBULHSGFIN.NS',Indiabulls Real Estate Limited,EQ,23-Mar-2007,2,1,INE069I01010,2
IBULHSGFIN,IBULHSGFIN.NS,'IBULHSGFIN.NS,'ICEMAKE.NS',Indiabulls Housing Finance Limited,EQ,23-Jul-2013,2,1,INE148I01020,2
ICEMAKE,ICEMAKE.NS,'ICEMAKE.NS,'ICICIBANK.NS',Ice Make Refrigeration Limited,EQ,12-Oct-2020,10,1,INE520Y01019,10
ICICIBANK,ICICIBANK.NS,'ICICIBANK.NS,'ICICIGI.NS',ICICI Bank Limited,EQ,17-Sep-1997,2,1,INE090A01021,2
ICICIGI,ICICIGI.NS,'ICICIGI.NS,'ICICIPRULI.NS',ICICI Lombard General Insurance Company Limited,EQ,27-Sep-2017,10,1,INE765G01017,10
ICICIPRULI,ICICIPRULI.NS,'ICICIPRULI.NS,'ICIL.NS',ICICI Prudential Life Insurance Company Limited,EQ,29-Sep-2016,10,1,INE726G01019,10
ICIL,ICIL.NS,'ICIL.NS,'ICRA.NS',Indo Count Industries Limited,EQ,12-Sep-2005,2,1,INE483B01026,2
ICRA,ICRA.NS,'ICRA.NS,'IDBI.NS',ICRA Limited,EQ,13-Apr-2007,10,1,INE725G01011,10
IDBI,IDBI.NS,'IDBI.NS,'IDEA.NS',IDBI Bank Limited,EQ,20-Sep-1995,10,1,INE008A01015,10
IDEA,IDEA.NS,'IDEA.NS,'IDFC.NS',Vodafone Idea Limited,EQ,09-Mar-2007,10,1,INE669E01016,10
IDFC,IDFC.NS,'IDFC.NS,'IDFCFIRSTB.NS',IDFC Limited,EQ,12-Aug-2005,10,1,INE043D01016,10
IDFCFIRSTB,IDFCFIRSTB.NS,'IDFCFIRSTB.NS,'IEX.NS',IDFC First Bank Limited,EQ,06-Nov-2015,10,1,INE092T01019,10
IEX,IEX.NS,'IEX.NS,'IFBAGRO.NS',Indian Energy Exchange Limited,EQ,23-Oct-2017,1,1,INE022Q01020,1
IFBAGRO,IFBAGRO.NS,'IFBAGRO.NS,'IFBIND.NS',IFB Agro Industries Limited,EQ,03-Apr-1996,10,1,INE076C01018,10
IFBIND,IFBIND.NS,'IFBIND.NS,'IFCI.NS',IFB Industries Limited,EQ,29-Mar-1995,10,1,INE559A01017,10
IFCI,IFCI.NS,'IFCI.NS,'IFGLEXPOR.NS',IFCI Limited,EQ,26-Apr-1995,10,1,INE039A01010,10
IFGLEXPOR,IFGLEXPOR.NS,'IFGLEXPOR.NS,'IGARASHI.NS',IFGL Refractories Limited,EQ,14-Nov-2017,10,1,INE133Y01011,10
IGARASHI,IGARASHI.NS,'IGARASHI.NS,'IGL.NS',Igarashi Motors India Limited,EQ,09-Oct-2003,10,1,INE188B01013,10
IGL,IGL.NS,'IGL.NS,'IGPL.NS',Indraprastha Gas Limited,EQ,26-Dec-2003,2,1,INE203G01027,2
IGPL,IGPL.NS,'IGPL.NS,'IIFL.NS',IG Petrochemicals Limited,EQ,29-Jan-2007,10,1,INE204A01010,10
IIFL,IIFL.NS,'IIFL.NS,'IIFLSEC.NS',IIFL Finance Limited,EQ,17-May-2005,2,1,INE530B01024,2
IIFLSEC,IIFLSEC.NS,'IIFLSEC.NS,'IIFLWAM.NS',IIFL Securities Limited,EQ,20-Sep-2019,2,1,INE489L01022,2
IIFLWAM,IIFLWAM.NS,'IIFLWAM.NS,'IITL.NS',Iifl Wealth Management Limited,EQ,19-Sep-2019,2,1,INE466L01020,2
IITL,IITL.NS,'IITL.NS,'IL&FSENGG.NS',Industrial Investment Trust Limited,EQ,17-Aug-2010,10,1,INE886A01014,10
IL&FSENGG,IL&FSENGG.NS,'IL&FSENGG.NS,'IL&FSTRANS.NS',IL&FS Engineering and Construction Company Limited,BZ,25-Oct-2007,10,1,INE369I01014,10
IL&FSTRANS,IL&FSTRANS.NS,'IL&FSTRANS.NS,'IMAGICAA.NS',IL&FS Transportation Networks Limited,BZ,30-Mar-2010,10,1,INE975G01012,10
IMAGICAA,IMAGICAA.NS,'IMAGICAA.NS,'IMFA.NS',Imagicaaworld Entertainment Limited,EQ,06-Apr-2015,10,1,INE172N01012,10
IMFA,IMFA.NS,'IMFA.NS,'IMPAL.NS',Indian Metals & Ferro Alloys Limited,EQ,23-Jul-2010,10,1,INE919H01018,10
IMPAL,IMPAL.NS,'IMPAL.NS,'IMPEXFERRO.NS',India Motor Parts and Accessories Limited,EQ,07-Oct-2005,10,1,INE547E01014,10
IMPEXFERRO,IMPEXFERRO.NS,'IMPEXFERRO.NS,'INDBANK.NS',Impex Ferro Tech Limited,EQ,03-Feb-2005,10,1,INE691G01015,10
INDBANK,INDBANK.NS,'INDBANK.NS,'INDHOTEL.NS',Indbank Merchant Banking Services Limited,EQ,08-Oct-2008,10,1,INE841B01017,10
INDHOTEL,INDHOTEL.NS,'INDHOTEL.NS,'INDIACEM.NS',The Indian Hotels Company Limited,EQ,03-Jul-1996,1,1,INE053A01029,1
INDIACEM,INDIACEM.NS,'INDIACEM.NS,'INDIAGLYCO.NS',The India Cements Limited,EQ,31-May-2000,10,1,INE383A01012,10
INDIAGLYCO,INDIAGLYCO.NS,'INDIAGLYCO.NS,'INDIAMART.NS',India Glycols Limited,EQ,01-Jul-2005,10,1,INE560A01015,10
INDIAMART,INDIAMART.NS,'INDIAMART.NS,'INDIANB.NS',Indiamart Intermesh Limited,EQ,04-Jul-2019,10,1,INE933S01016,10
INDIANB,INDIANB.NS,'INDIANB.NS,'INDIANCARD.NS',Indian Bank,EQ,01-Mar-2007,10,1,INE562A01011,10
INDIANCARD,INDIANCARD.NS,'INDIANCARD.NS,'INDIANHUME.NS',Indian Card Clothing Company Limited,EQ,08-Jan-1997,10,1,INE061A01014,10
INDIANHUME,INDIANHUME.NS,'INDIANHUME.NS,'INDIGO.NS',Indian Hume Pipe Company Limited,EQ,30-Aug-1995,2,1,INE323C01030,2
INDIGO,INDIGO.NS,'INDIGO.NS,'INDIGOPNTS.NS',InterGlobe Aviation Limited,EQ,10-Nov-2015,10,1,INE646L01027,10
INDIGOPNTS,INDIGOPNTS.NS,'INDIGOPNTS.NS,'INDLMETER.NS',Indigo Paints Limited,EQ,02-Feb-2021,10,1,INE09VQ01012,10
INDLMETER,INDLMETER.NS,'INDLMETER.NS,'INDNIPPON.NS',IMP Powers Limited,EQ,10-Jan-1996,10,1,INE065B01013,10
INDNIPPON,INDNIPPON.NS,'INDNIPPON.NS,'INDOCO.NS',India Nippon Electricals Limited,EQ,07-May-1997,5,1,INE092B01025,5
INDOCO,INDOCO.NS,'INDOCO.NS,'INDORAMA.NS',Indoco Remedies Limited,EQ,14-Jan-2005,2,1,INE873D01024,2
INDORAMA,INDORAMA.NS,'INDORAMA.NS,'INDOSOLAR.NS',Indo Rama Synthetics (India) Limited,EQ,20-Jun-2003,10,1,INE156A01020,10
INDOSOLAR,INDOSOLAR.NS,'INDOSOLAR.NS,'INDOSTAR.NS',Indosolar Limited,BZ,29-Sep-2010,10,1,INE866K01015,10
INDOSTAR,INDOSTAR.NS,'INDOSTAR.NS,'INDOTECH.NS',IndoStar Capital Finance Limited,EQ,21-May-2018,10,1,INE896L01010,10
INDOTECH,INDOTECH.NS,'INDOTECH.NS,'INDOTHAI.NS',Indo Tech Transformers Limited,EQ,16-Mar-2006,10,1,INE332H01014,10
INDOTHAI,INDOTHAI.NS,'INDOTHAI.NS,'INDOWIND.NS',Indo Thai Securities Limited,BE,02-Nov-2011,10,1,INE337M01013,10
INDOWIND,INDOWIND.NS,'INDOWIND.NS,'INDRAMEDCO.NS',Indowind Energy Limited,EQ,14-Sep-2007,10,1,INE227G01018,10
INDRAMEDCO,INDRAMEDCO.NS,'INDRAMEDCO.NS,'INDSWFTLAB.NS',Indraprastha Medical Corporation Limited,EQ,17-Apr-1997,10,1,INE681B01017,10
INDSWFTLAB,INDSWFTLAB.NS,'INDSWFTLAB.NS,'INDSWFTLTD.NS',Ind-Swift Laboratories Limited,EQ,02-Jul-1997,10,1,INE915B01019,10
INDSWFTLTD,INDSWFTLTD.NS,'INDSWFTLTD.NS,'INDTERRAIN.NS',Ind-Swift Limited,BE,18-Oct-2004,2,1,INE788B01028,2
INDTERRAIN,INDTERRAIN.NS,'INDTERRAIN.NS,'INDUSINDBK.NS',Indian Terrain Fashions Limited,EQ,11-Mar-2011,2,1,INE611L01021,2
INDUSINDBK,INDUSINDBK.NS,'INDUSINDBK.NS,'INDUSTOWER.NS',IndusInd Bank Limited,EQ,28-Jan-1998,10,1,INE095A01012,10
INDUSTOWER,INDUSTOWER.NS,'INDUSTOWER.NS,'INEOSSTYRO.NS',Indus Towers Limited,EQ,28-Dec-2012,10,1,INE121J01017,10
INEOSSTYRO,INEOSSTYRO.NS,'INEOSSTYRO.NS,'INFIBEAM.NS',INEOS Styrolution India Limited,EQ,29-Mar-1995,10,1,INE189B01011,10
INFIBEAM,INFIBEAM.NS,'INFIBEAM.NS,'INFOBEAN.NS',Infibeam Avenues Limited,EQ,04-Apr-2016,1,1,INE483S01020,1
INFOBEAN,INFOBEAN.NS,'INFOBEAN.NS,'INFOMEDIA.NS',InfoBeans Technologies Limited,EQ,15-Jul-2019,10,1,INE344S01016,10
INFOMEDIA,INFOMEDIA.NS,'INFOMEDIA.NS,'INFY.NS',Infomedia Press Limited,EQ,12-Oct-2006,10,1,INE669A01022,10
INFY,INFY.NS,'INFY.NS,'INGERRAND.NS',Infosys Limited,EQ,08-Feb-1995,5,1,INE009A01021,5
INGERRAND,INGERRAND.NS,'INGERRAND.NS,'INOXLEISUR.NS',Ingersoll Rand (India) Limited,EQ,15-Apr-1999,10,1,INE177A01018,10
INOXLEISUR,INOXLEISUR.NS,'INOXLEISUR.NS,'INOXWIND.NS',INOX Leisure Limited,EQ,23-Feb-2006,10,1,INE312H01016,10
INOXWIND,INOXWIND.NS,'INOXWIND.NS,'INSECTICID.NS',Inox Wind Limited,EQ,09-Apr-2015,10,1,INE066P01011,10
INSECTICID,INSECTICID.NS,'INSECTICID.NS,'INSPIRISYS.NS',Insecticides (India) Limited,EQ,30-May-2007,10,1,INE070I01018,10
INSPIRISYS,INSPIRISYS.NS,'INSPIRISYS.NS,'INTELLECT.NS',Inspirisys Solutions Limited,EQ,30-Oct-2006,10,1,INE020G01017,10
INTELLECT,INTELLECT.NS,'INTELLECT.NS,'INTENTECH.NS',Intellect Design Arena Limited,EQ,18-Dec-2014,5,1,INE306R01017,5
INTENTECH,INTENTECH.NS,'INTENTECH.NS,'INVENTURE.NS',Intense Technologies Limited,EQ,23-Mar-2017,2,1,INE781A01025,2
INVENTURE,INVENTURE.NS,'INVENTURE.NS,'IOB.NS',Inventure Growth & Securities Limited,EQ,04-Aug-2011,10,1,INE878H01016,10
IOB,IOB.NS,'IOB.NS,'IOC.NS',Indian Overseas Bank,EQ,07-Dec-2000,10,1,INE565A01014,10
IOC,IOC.NS,'IOC.NS,'IOLCP.NS',Indian Oil Corporation Limited,EQ,24-Jul-1996,10,1,INE242A01010,10
IOLCP,IOLCP.NS,'IOLCP.NS,'IPCALAB.NS',IOL Chemicals and Pharmaceuticals Limited,EQ,08-Nov-2010,10,1,INE485C01011,10
IPCALAB,IPCALAB.NS,'IPCALAB.NS,'IRB.NS',IPCA Laboratories Limited,EQ,08-Feb-1995,2,1,INE571A01020,2
IRB,IRB.NS,'IRB.NS,'IRCON.NS',IRB Infrastructure Developers Limited,EQ,25-Feb-2008,10,1,INE821I01014,10
IRCON,IRCON.NS,'IRCON.NS,'IRCTC.NS',Ircon International Limited,EQ,28-Sep-2018,2,1,INE962Y01021,2
IRCTC,IRCTC.NS,'IRCTC.NS,'IRFC.NS',Indian Railway Catering And Tourism Corporation Limited,EQ,14-Oct-2019,10,1,INE335Y01012,10
IRFC,IRFC.NS,'IRFC.NS,'IRISDOREME.NS',Indian Railway Finance Corporation Limited,EQ,29-Jan-2021,10,1,INE053F01010,10
IRISDOREME,IRISDOREME.NS,'IRISDOREME.NS,'ISEC.NS',Iris Clothings Limited,EQ,22-Feb-2021,10,1,INE01GN01017,10
ISEC,ISEC.NS,'ISEC.NS,'ISFT.NS',ICICI Securities Limited,EQ,04-Apr-2018,5,1,INE763G01038,5
ISFT,ISFT.NS,'ISFT.NS,'ISGEC.NS',Intrasoft Technologies Limited,EQ,12-Apr-2010,10,1,INE566K01011,10
ISGEC,ISGEC.NS,'ISGEC.NS,'ISMTLTD.NS',Isgec Heavy Engineering Limited,EQ,05-May-2021,1,1,INE858B01029,1
ISMTLTD,ISMTLTD.NS,'ISMTLTD.NS,'ITC.NS',ISMT Limited,EQ,28-Aug-2007,5,1,INE732F01019,5
ITC,ITC.NS,'ITC.NS,'ITDC.NS',ITC Limited,EQ,23-Aug-1995,1,1,INE154A01025,1
ITDC,ITDC.NS,'ITDC.NS,'ITDCEM.NS',India Tourism Development Corporation Limited,EQ,30-Dec-2016,10,1,INE353K01014,10
ITDCEM,ITDCEM.NS,'ITDCEM.NS,'ITI.NS',ITD Cementation India Limited,EQ,10-Feb-1999,1,1,INE686A01026,1
ITI,ITI.NS,'ITI.NS,'IVC.NS',ITI Limited,EQ,15-Sep-2003,10,1,INE248A01017,10
IVC,IVC.NS,'IVC.NS,'IVP.NS',IL&FS Investment Managers Limited,EQ,15-Sep-1999,2,1,INE050B01023,2
IVP,IVP.NS,'IVP.NS,'IZMO.NS',IVP Limited,EQ,13-Sep-1995,10,1,INE043C01018,10
IZMO,IZMO.NS,'IZMO.NS,'J&KBANK.NS',IZMO Limited,EQ,05-Feb-2007,10,1,INE848A01014,10
J&KBANK,J&KBANK.NS,'J&KBANK.NS,'JAGRAN.NS',The Jammu & Kashmir Bank Limited,EQ,22-Jul-1998,1,1,INE168A01041,1
JAGRAN,JAGRAN.NS,'JAGRAN.NS,'JAGSNPHARM.NS',Jagran Prakashan Limited,EQ,22-Feb-2006,2,1,INE199G01027,2
JAGSNPHARM,JAGSNPHARM.NS,'JAGSNPHARM.NS,'JAIBALAJI.NS',Jagsonpal Pharmaceuticals Limited,EQ,01-Mar-2000,5,1,INE048B01027,5
JAIBALAJI,JAIBALAJI.NS,'JAIBALAJI.NS,'JAICORPLTD.NS',Jai Balaji Industries Limited,EQ,09-Dec-2003,10,1,INE091G01018,10
JAICORPLTD,JAICORPLTD.NS,'JAICORPLTD.NS,'JAINSTUDIO.NS',Jai Corp Limited,EQ,26-Nov-1997,1,1,INE070D01027,1
JAINSTUDIO,JAINSTUDIO.NS,'JAINSTUDIO.NS,'JAMNAAUTO.NS',Jain Studios Limited,BZ,19-Nov-1997,10,1,INE486B01011,10
JAMNAAUTO,JAMNAAUTO.NS,'JAMNAAUTO.NS,'JASH.NS',Jamna Auto Industries Limited,EQ,10-Dec-2010,1,1,INE039C01032,1
JASH,JASH.NS,'JASH.NS,'JAYAGROGN.NS',Jash Engineering Limited,EQ,30-Oct-2019,10,1,INE039O01011,10
JAYAGROGN,JAYAGROGN.NS,'JAYAGROGN.NS,'JAYBARMARU.NS',Jayant Agro Organics Limited,EQ,17-Apr-1996,5,1,INE785A01026,5
JAYBARMARU,JAYBARMARU.NS,'JAYBARMARU.NS,'JAYNECOIND.NS',Jay Bharat Maruti Limited,EQ,03-Jan-1996,5,1,INE571B01028,5
JAYNECOIND,JAYNECOIND.NS,'JAYNECOIND.NS,'JAYSREETEA.NS',Jayaswal Neco Industries Limited,EQ,10-May-1995,10,1,INE854B01010,10
JAYSREETEA,JAYSREETEA.NS,'JAYSREETEA.NS,'JBCHEPHARM.NS',Jayshree Tea & Industries Limited,EQ,15-Feb-1995,5,1,INE364A01020,5
JBCHEPHARM,JBCHEPHARM.NS,'JBCHEPHARM.NS,'JBFIND.NS',JB Chemicals & Pharmaceuticals Limited,EQ,29-Apr-2003,2,1,INE572A01028,2
JBFIND,JBFIND.NS,'JBFIND.NS,'JBMA.NS',JBF Industries Limited,BE,25-Feb-2004,10,1,INE187A01017,10
JBMA,JBMA.NS,'JBMA.NS,'JCHAC.NS',JBM Auto Limited,EQ,17-Dec-2004,5,1,INE927D01028,5
JCHAC,JCHAC.NS,'JCHAC.NS,'JETAIRWAYS.NS',Johnson Controls - Hitachi Air Conditioning India Limited,EQ,03-Jan-2000,10,1,INE782A01015,10
JETAIRWAYS,JETAIRWAYS.NS,'JETAIRWAYS.NS,'JHS.NS',Jet Airways (India) Limited,BZ,14-Mar-2005,10,1,INE802G01018,10
JHS,JHS.NS,'JHS.NS,'JIKIND.NS',JHS Svendgaard Laboratories Limited,EQ,21-Oct-2006,10,1,INE544H01014,10
JIKIND,JIKIND.NS,'JIKIND.NS,'JINDALPHOT.NS',JIK Industries Limited,BE,26-Nov-2008,10,1,INE026B01049,10
JINDALPHOT,JINDALPHOT.NS,'JINDALPHOT.NS,'JINDALPOLY.NS',Jindal Photo Limited,BE,07-Apr-2005,10,1,INE796G01012,10
JINDALPOLY,JINDALPOLY.NS,'JINDALPOLY.NS,'JINDALSAW.NS',Jindal Poly Films Limited,EQ,21-Jan-2002,10,1,INE197D01010,10
JINDALSAW,JINDALSAW.NS,'JINDALSAW.NS,'JINDALSTEL.NS',Jindal Saw Limited,EQ,29-Apr-2003,2,1,INE324A01024,2
JINDALSTEL,JINDALSTEL.NS,'JINDALSTEL.NS,'JINDRILL.NS',Jindal Steel & Power Limited,EQ,29-Dec-1999,1,1,INE749A01030,1
JINDRILL,JINDRILL.NS,'JINDRILL.NS,'JINDWORLD.NS',Jindal Drilling And Industries Limited,EQ,22-Dec-2006,5,1,INE742C01031,5
JINDWORLD,JINDWORLD.NS,'JINDWORLD.NS,'JISLDVREQS.NS',Jindal Worldwide Limited,EQ,25-Nov-2010,1,1,INE247D01039,1
JISLDVREQS,JISLDVREQS.NS,'JISLDVREQS.NS,'JISLJALEQS.NS',Jain Irrigation Systems Limited,EQ,30-Nov-2011,2,1,IN9175A01010,2
JISLJALEQS,JISLJALEQS.NS,'JISLJALEQS.NS,'JITFINFRA.NS',Jain Irrigation Systems Limited,EQ,13-Aug-2001,2,1,INE175A01038,2
JITFINFRA,JITFINFRA.NS,'JITFINFRA.NS,'JIYAECO.NS',JITF Infralogistics Limited,BE,27-Feb-2017,2,1,INE863T01013,2
JIYAECO,JIYAECO.NS,'JIYAECO.NS,'JKCEMENT.NS',Jiya Eco-Products Limited,BE,19-Aug-2019,10,1,INE023S01016,10
JKCEMENT,JKCEMENT.NS,'JKCEMENT.NS,'JKIL.NS',JK Cement Limited,EQ,14-Mar-2006,10,1,INE823G01014,10
JKIL,JKIL.NS,'JKIL.NS,'JKLAKSHMI.NS',J.Kumar Infraprojects Limited,EQ,12-Feb-2008,5,1,INE576I01022,5
JKLAKSHMI,JKLAKSHMI.NS,'JKLAKSHMI.NS,'JKPAPER.NS',JK Lakshmi Cement Limited,EQ,19-Jun-2006,5,1,INE786A01032,5
JKPAPER,JKPAPER.NS,'JKPAPER.NS,'JKTYRE.NS',JK Paper Limited,EQ,16-Jun-2005,10,1,INE789E01012,10
JKTYRE,JKTYRE.NS,'JKTYRE.NS,'JMA.NS',JK Tyre & Industries Limited,EQ,19-Mar-2007,2,1,INE573A01042,2
JMA,JMA.NS,'JMA.NS,'JMCPROJECT.NS',Jullundur Motor Agency (Delhi) Limited,EQ,16-Mar-2015,2,1,INE412C01023,2
JMCPROJECT,JMCPROJECT.NS,'JMCPROJECT.NS,'JMFINANCIL.NS',JMC Projects (India)  Limited,EQ,26-Nov-2007,2,1,INE890A01024,2
JMFINANCIL,JMFINANCIL.NS,'JMFINANCIL.NS,'JMTAUTOLTD.NS',JM Financial Limited,EQ,10-Oct-2006,1,1,INE780C01023,1
JMTAUTOLTD,JMTAUTOLTD.NS,'JMTAUTOLTD.NS,'JOCIL.NS',JMT Auto Limited,EQ,02-Apr-2007,1,1,INE988E01036,1
JOCIL,JOCIL.NS,'JOCIL.NS,'JPASSOCIAT.NS',Jocil Limited,EQ,08-Oct-2008,10,1,INE839G01010,10
JPASSOCIAT,JPASSOCIAT.NS,'JPASSOCIAT.NS,'JPINFRATEC.NS',Jaiprakash Associates Limited,EQ,14-Jun-2004,2,1,INE455F01025,2
JPINFRATEC,JPINFRATEC.NS,'JPINFRATEC.NS,'JPPOWER.NS',Jaypee Infratech Limited,EQ,21-May-2010,10,1,INE099J01015,10
